id,PA2,AccVal,val
worlv001,96,0.687510,0.0071615625
hernl003,138,0.988280,0.0071614493
ojeda001,93,0.665350,0.0071543011
drews001,1958,14.006030,0.0071532329
avila001,1858,13.285020,0.0071501722
rente001,663,4.735260,0.0071421719
dudal001,1323,9.433810,0.0071306198
olivm001,1377,9.818110,0.0071300726
weekr001,2466,17.556030,0.0071192336
donaj002,614,4.369310,0.0071161401
bakej002,380,2.699030,0.0071027105
heisc001,1194,8.466100,0.0070905360
forsl001,812,5.754230,0.0070864901
hannj001,865,6.124680,0.0070805549
burre001,320,2.264120,0.0070753750
ruf-d001,337,2.383300,0.0070721068
parej002,407,2.875070,0.0070640541
narvc001,124,0.874880,0.0070554839
branm003,2105,14.851250,0.0070552257
wertj001,2308,16.279590,0.0070535485
leakm001,274,1.931600,0.0070496350
napom001,2129,15.004250,0.0070475575
ellia001,1277,8.989210,0.0070393187
ramiw001,122,0.858110,0.0070336885
greet004,649,4.564430,0.0070330200
derom001,562,3.943390,0.0070167082
holtb002,147,1.031020,0.0070137415
arenj001,1447,10.138130,0.0070063096
peres002,1023,7.158030,0.0069970968
kotsm001,990,6.925640,0.0069955960
figgc001,1270,8.878370,0.0069908425
norrd001,565,3.945470,0.0069831327
ryalr001,226,1.577270,0.0069790708
stewc001,722,5.037210,0.0069767452
ingeb001,1397,9.741410,0.0069730923
alony001,1154,8.041980,0.0069687868
sandp001,2255,15.697200,0.0069610643
weekj001,993,6.910700,0.0069594159
snydc002,807,5.615540,0.0069585378
sweem002,176,1.223130,0.0069496023
kenni001,292,2.022560,0.0069265753
barmc001,1823,12.610950,0.0069176906
pradm001,2710,18.746430,0.0069175018
schin001,1438,9.945000,0.0069158554
suzui001,2781,19.227520,0.0069138871
encae001,2219,15.334240,0.0069104281
gorzt001,105,0.725360,0.0069081905
beckg001,2155,14.885640,0.0069074896
kelld001,970,6.696980,0.0069041031
matsh001,1298,8.958250,0.0069015794
younc003,54,0.372530,0.0068987037
grifk002,112,0.771480,0.0068882143
schus001,1683,11.591460,0.0068873797
santj003,110,0.757540,0.0068867273
gregd001,437,3.007670,0.0068825400
davic003,1657,11.392930,0.0068756367
martr004,1993,13.614670,0.0068312444
dewib001,798,5.448160,0.0068272682
hernr002,973,6.634760,0.0068188695
guzmc001,415,2.824040,0.0068049157
desmi001,2514,17.047060,0.0067808512
espid001,1672,11.326080,0.0067739713
hundn001,1296,8.778170,0.0067732793
nolar001,264,1.787960,0.0067725758
iztum001,1506,10.195190,0.0067697145
stubd001,2376,16.065220,0.0067614562
lougd001,414,2.797770,0.0067578986
reyej001,2375,16.036930,0.0067523916
mcgec001,1680,11.328860,0.0067433690
ankir001,1008,6.784910,0.0067310615
florp001,629,4.233420,0.0067303975
kinsi001,2793,18.782620,0.0067248908
romia002,180,1.209110,0.0067172778
kottg001,756,5.077100,0.0067157407
cartc001,183,1.225710,0.0066978689
molij001,1007,6.733270,0.0066864647
luebc001,55,0.366190,0.0066580000
barar001,1079,7.146610,0.0066233642
hamec001,310,2.052800,0.0066219355
mahop002,253,1.674220,0.0066174704
ecksd001,515,3.405780,0.0066131650
cantj001,720,4.752940,0.0066013056
lucrj001,1809,11.934070,0.0065970536
mathj001,1031,6.795190,0.0065908729
lapom001,903,5.945160,0.0065837874
gonza005,600,3.950010,0.0065833500
wised001,544,3.574730,0.0065711949
lee-d002,1161,7.628180,0.0065703531
murpd004,451,2.962610,0.0065689800
herrj002,1082,7.089180,0.0065519224
plout001,1401,9.178920,0.0065516916
mclon001,1564,10.223810,0.0065369629
navay001,205,1.339980,0.0065364878
keara001,873,5.705000,0.0065349370
happj001,124,0.809110,0.0065250806
lee-c001,2001,13.018050,0.0065057721
mousm001,1545,10.040550,0.0064987379
thame001,696,4.515420,0.0064876724
lopej003,1155,7.478040,0.0064744935
chisl001,703,4.545080,0.0064652632
pears001,489,3.140290,0.0064218609
martl004,589,3.781470,0.0064201528
lohsk001,274,1.758050,0.0064162409
parrg001,2044,13.110200,0.0064139922
dunna001,2507,16.069290,0.0064097686
hinse001,808,5.164370,0.0063915470
jasoj001,1365,8.719870,0.0063881832
blacc001,489,3.123820,0.0063881800
garcj004,209,1.335000,0.0063875598
mccab002,2082,13.297030,0.0063866619
iglej001,510,3.255620,0.0063835686
reveb001,1432,9.136440,0.0063801955
redmm001,69,0.439420,0.0063684058
rollj001,2515,15.992150,0.0063587078
rodrs002,1455,9.240450,0.0063508247
valed001,1294,8.211820,0.0063460742
polap001,1995,12.655390,0.0063435539
tabaj002,1588,10.072530,0.0063429030
kotcc001,1615,10.228700,0.0063335604
calla001,2255,14.255740,0.0063218359
burrp001,729,4.605760,0.0063179150
brigr001,754,4.763680,0.0063178780
uptob001,2459,15.530580,0.0063158113
saunj001,151,0.951490,0.0063012583
lidda001,190,1.196250,0.0062960526
scotl001,1430,8.970370,0.0062729860
crisc001,2129,13.310500,0.0062519962
franj005,768,4.793130,0.0062410547
piera001,2109,13.096660,0.0062098909
wietm001,2309,14.338400,0.0062097878
bumgm001,275,1.706210,0.0062044000
pridj001,263,1.628070,0.0061903802
uribj002,1610,9.928480,0.0061667578
marcs001,158,0.971320,0.0061475949
drewj001,845,5.194000,0.0061467456
geruj001,78,0.478900,0.0061397436
nisht001,259,1.589080,0.0061354440
torra001,1814,11.116420,0.0061281257
valdw001,892,5.460350,0.0061214686
lowed001,142,0.868850,0.0061186620
harrw001,626,3.829910,0.0061180671
franb001,776,4.747430,0.0061178222
bourj001,484,2.953110,0.0061014669
choos001,2505,15.274470,0.0060975928
wellc001,786,4.792700,0.0060975827
lahab001,474,2.889680,0.0060963713
lylej001,82,0.499170,0.0060874390
cartc002,1006,6.110040,0.0060735984
tejam001,1234,7.493860,0.0060728201
consj001,241,1.461940,0.0060661411
morsm001,1695,10.280640,0.0060652743
ryanb002,1866,11.291710,0.0060512915
ruizc001,1785,10.770270,0.0060337647
willd003,42,0.253280,0.0060304762
cruzn002,2261,13.600100,0.0060150818
crawb001,1351,8.125190,0.0060142043
jeted001,2380,14.245240,0.0059853950
iztuc001,877,5.246820,0.0059826910
overl001,1725,10.316820,0.0059807652
nelsc001,849,5.065070,0.0059659246
wilsj002,538,3.208760,0.0059642379
blang001,1325,7.898340,0.0059610113
counc001,433,2.579570,0.0059574365
winnr001,242,1.440320,0.0059517355
castr002,211,1.253960,0.0059429384
fukuk001,1116,6.630800,0.0059415771
coghc001,1047,6.214840,0.0059358548
hessm001,67,0.396220,0.0059137313
nunee002,864,5.103740,0.0059071065
solad001,732,4.307840,0.0058850273
sierm001,282,1.658860,0.0058824823
clevs001,254,1.489680,0.0058648819
mckem001,622,3.641400,0.0058543408
ramow001,952,5.552920,0.0058328992
shopk001,874,5.097710,0.0058326201
woodb003,528,3.079050,0.0058315341
amara001,788,4.592010,0.0058274239
mercj002,464,2.702060,0.0058234052
sullc001,71,0.411560,0.0057966197
flowt001,592,3.426000,0.0057871622
downm001,542,3.125860,0.0057672694
blakc001,853,4.917440,0.0057648769
gloar001,272,1.556100,0.0057209559
gutif001,1359,7.764370,0.0057132965
suzuk001,1901,10.850400,0.0057077328
ruggj001,932,5.319020,0.0057071030
bardj001,218,1.243390,0.0057036239
germj001,24,0.136610,0.0056920833
younm004,64,0.364180,0.0056903125
ceder002,1450,8.247670,0.0056880483
solaj002,88,0.500160,0.0056836364
alvap001,1928,10.953460,0.0056812552
diazm003,678,3.851720,0.0056810029
sotog001,1445,8.203980,0.0056774948
florj002,410,2.326390,0.0056741220
castl001,313,1.775730,0.0056732588
tholj001,1134,6.418170,0.0056597619
nix-l001,820,4.636760,0.0056545854
patte001,313,1.769810,0.0056543450
tolls001,137,0.772470,0.0056384672
pattc001,761,4.286910,0.0056332589
schnb001,399,2.245610,0.0056280952
dickc001,292,1.640720,0.0056189041
laroa002,386,2.166740,0.0056133161
davib004,127,0.709750,0.0055885827
lillb001,612,3.414360,0.0055790196
nievw001,540,3.010790,0.0055755370
moora001,258,1.434650,0.0055606589
marts002,783,4.351220,0.0055571137
kersc001,342,1.900360,0.0055566082
morak001,1432,7.948390,0.0055505517
byrne001,40,0.221510,0.0055377500
carpm001,811,4.490430,0.0055369051
garkr001,38,0.210360,0.0055357895
gosea001,356,1.970450,0.0055349719
penab002,917,5.073550,0.0055327699
kendk001,202,1.115500,0.0055222772
roles001,1201,6.629090,0.0055196420
delgr001,78,0.430350,0.0055173077
fedet001,196,1.079380,0.0055070408
lecus001,25,0.137430,0.0054972000
gimec001,262,1.440180,0.0054968702
gordd002,682,3.743910,0.0054896041
lirif001,70,0.383760,0.0054822857
teagt001,260,1.422660,0.0054717692
thomc002,360,1.964150,0.0054559722
hillk002,503,2.744310,0.0054558847
bianj001,338,1.839910,0.0054435207
langr002,217,1.180890,0.0054418894
moram002,507,2.757870,0.0054395858
lockj001,71,0.385950,0.0054359155
polla001,585,3.173710,0.0054251453
sogae001,622,3.359960,0.0054018650
michj001,382,2.063430,0.0054016492
garca003,339,1.828570,0.0053940118
buted001,558,3.004990,0.0053852867
tracc001,411,2.212890,0.0053841606
podss001,834,4.482860,0.0053751319
escoe001,341,1.831400,0.0053706745
boggb001,31,0.165860,0.0053503226
cabro001,1060,5.658090,0.0053378208
fielt001,83,0.442780,0.0053346988
ishit001,398,2.117730,0.0053209296
niesj001,241,1.280340,0.0053126141
hammj002,138,0.730310,0.0052921014
furcr001,1445,7.642750,0.0052891003
hughl001,363,1.894440,0.0052188430
peraw001,75,0.390370,0.0052049333
dickr001,221,1.149690,0.0052022172
mesod001,604,3.139210,0.0051973675
valbl001,1087,5.639700,0.0051883165
nix-j001,1068,5.540460,0.0051876966
simma001,878,4.554540,0.0051874032
pelfm001,144,0.746870,0.0051865972
myerb001,148,0.767440,0.0051854054
teahm001,456,2.363390,0.0051828728
tehej001,75,0.388640,0.0051818667
lemad001,766,3.961630,0.0051718407
vanss001,216,1.112640,0.0051511111
cabre001,1167,6.000420,0.0051417481
sandj002,258,1.324450,0.0051335271
hawpb001,622,3.180750,0.0051137460
atkig001,156,0.792510,0.0050801923
herre001,238,1.205500,0.0050651261
white004,410,2.075350,0.0050618293
schal001,386,1.951810,0.0050565026
frank001,678,3.427450,0.0050552360
cooka002,83,0.419140,0.0050498795
lombs002,775,3.901320,0.0050339613
custj001,714,3.577560,0.0050105882
robit001,325,1.626990,0.0050061231
parmc001,643,3.195410,0.0049695334
buckj001,1856,9.209150,0.0049618265
hallr001,280,1.384010,0.0049428929
venaw001,1927,9.519060,0.0049398339
quinr002,40,0.197120,0.0049280000
bradm001,412,2.026870,0.0049195874
fulds001,708,3.483010,0.0049195056
lallb001,43,0.211300,0.0049139535
johnj009,151,0.741530,0.0049107947
giamj001,729,3.576900,0.0049065844
aokin001,1280,6.272330,0.0049002578
browc003,45,0.220500,0.0049000000
negrk001,5,0.024380,0.0048760000
penar002,339,1.641180,0.0048412389
buehm001,84,0.402110,0.0047870238
oswar001,134,0.639640,0.0047734328
casta003,44,0.209980,0.0047722727
maldm001,469,2.236380,0.0047684009
culbc001,134,0.637330,0.0047561940
iannc001,1345,6.385940,0.0047479108
lambm001,40,0.189520,0.0047380000
ohler001,81,0.383550,0.0047351852
larij001,80,0.378540,0.0047317500
wheer001,164,0.775210,0.0047268902
chave002,759,3.581290,0.0047184321
camem001,456,2.147630,0.0047097149
rowaa001,732,3.447310,0.0047094399
sizes001,612,2.880800,0.0047071895
chama002,118,0.554280,0.0046972881
ryanm001,42,0.197160,0.0046942857
quinh001,843,3.952450,0.0046885528
cirip001,459,2.150860,0.0046859695
martf002,217,1.014450,0.0046748848
sizeg001,443,2.068750,0.0046698646
germe001,36,0.168050,0.0046680556
browa003,323,1.506060,0.0046627245
bonie001,1616,7.534020,0.0046621411
janip001,859,4.002550,0.0046595460
tream001,682,3.158690,0.0046315103
tolbm001,341,1.578090,0.0046278299
conrb001,430,1.989240,0.0046261395
gillc001,502,2.318650,0.0046188247
evann001,239,1.103540,0.0046173222
norrb001,193,0.888260,0.0046023834
mastd002,275,1.262840,0.0045921455
peteb001,552,2.528700,0.0045809783
romia001,182,0.832710,0.0045753297
weavj002,5,0.022720,0.0045440000
chavj001,5,0.022720,0.0045440000
hanir001,1248,5.649190,0.0045265946
lowem001,249,1.123050,0.0045102410
slowk001,32,0.143970,0.0044990625
hayeb001,377,1.692570,0.0044895756
santo001,33,0.147390,0.0044663636
maxwj002,770,3.424020,0.0044467792
mcdoj003,715,3.175740,0.0044415944
elmoj001,218,0.967020,0.0044358716
carpc002,189,0.836670,0.0044268254
sappd001,278,1.222520,0.0043975540
cuetj001,231,1.013150,0.0043859307
garlj001,108,0.473640,0.0043855556
taylm001,83,0.363830,0.0043834940
bardb001,38,0.165910,0.0043660526
gwynt002,989,4.294280,0.0043420425
olt-m001,40,0.172530,0.0043132500
tatuc001,229,0.983960,0.0042967686
aybaw001,334,1.434480,0.0042948503
ramim003,85,0.364970,0.0042937647
carsm001,169,0.725260,0.0042914793
domim001,775,3.317100,0.0042801290
fordl001,90,0.384720,0.0042746667
castj004,158,0.674070,0.0042662658
karsj001,126,0.537520,0.0042660317
deaza001,1505,6.407510,0.0042574817
spand001,2319,9.831230,0.0042394265
powel001,259,1.097610,0.0042378764
stavn001,127,0.537920,0.0042355906
moors001,338,1.398640,0.0041379882
robeb003,827,3.386490,0.0040949093
vazqj001,72,0.294680,0.0040927778
corpc001,492,2.007390,0.0040800610
flahr001,453,1.821620,0.0040212362
saunm001,1568,6.284290,0.0040078380
hernl004,50,0.199720,0.0039944000
medlk001,144,0.574940,0.0039926389
quirg001,109,0.431490,0.0039586239
vogts001,197,0.778970,0.0039541624
matsk001,86,0.339080,0.0039427907
halmg001,127,0.500040,0.0039373228
congh001,522,2.048710,0.0039247318
krate001,434,1.697540,0.0039113825
sellj002,277,1.068340,0.0038568231
iwama001,235,0.900040,0.0038299574
raucj001,2,0.007600,0.0038000000
bradd002,2,0.007600,0.0038000000
nievf001,2,0.007600,0.0038000000
marta004,194,0.730950,0.0037677835
anglm001,97,0.363940,0.0037519588
philk001,88,0.329770,0.0037473864
moorm003,7,0.026140,0.0037342857
hagum001,78,0.290410,0.0037232051
lewif001,735,2.731960,0.0037169524
kuroh001,150,0.555640,0.0037042667
velee001,108,0.399970,0.0037034259
borbj001,712,2.630380,0.0036943539
pillb001,265,0.967460,0.0036507925
harrj002,596,2.173610,0.0036469966
estrm001,110,0.399770,0.0036342727
galvf001,428,1.553400,0.0036294393
hairs001,1098,3.980600,0.0036253188
collj001,87,0.312790,0.0035952874
jurrj001,120,0.431370,0.0035947500
campt001,408,1.462610,0.0035848284
mccom001,395,1.411080,0.0035723544
wolfr001,203,0.724260,0.0035677833
volsc001,149,0.531160,0.0035648322
curtc002,66,0.235150,0.0035628788
crosb002,196,0.696080,0.0035514286
hestj001,208,0.728070,0.0035003365
bixlb001,195,0.681500,0.0034948718
vincn001,1,0.003420,0.0034200000
barnb002,576,1.954080,0.0033925000
arrej001,2,0.006740,0.0033700000
axeld001,2,0.006740,0.0033700000
zimmj003,209,0.702290,0.0033602392
nickm001,198,0.663650,0.0033517677
davib005,67,0.223370,0.0033338806
montl001,119,0.392790,0.0033007563
delaj001,137,0.451400,0.0032948905
schaj002,986,3.212200,0.0032578093
salao001,153,0.491530,0.0032126144
lairb001,145,0.458300,0.0031606897
owinm001,36,0.112780,0.0031327778
mathj002,407,1.244710,0.0030582555
harrl002,72,0.220040,0.0030561111
watst001,5,0.015200,0.0030400000
stras001,146,0.443210,0.0030356849
chrij003,117,0.349670,0.0029886325
wilsj003,562,1.668900,0.0029695730
cashk001,134,0.393850,0.0029391791
calhk001,255,0.745170,0.0029222353
blana001,281,0.814900,0.0029000000
bensj001,76,0.219080,0.0028826316
tuiam001,338,0.971060,0.0028729586
andeg001,168,0.474950,0.0028270833
holld003,11,0.030940,0.0028127273
hu--c001,49,0.136370,0.0027830612
garzm001,129,0.356710,0.0027651938
samaj001,148,0.406880,0.0027491892
burna001,146,0.378780,0.0025943836
savej001,3,0.007600,0.0025333333
boxbb001,3,0.007600,0.0025333333
mayse001,66,0.165480,0.0025072727
carmf001,12,0.029420,0.0024516667
westj001,191,0.466870,0.0024443455
bailh001,238,0.580600,0.0024394958
river003,191,0.463400,0.0024261780
castw002,678,1.592110,0.0023482448
mills001,66,0.151570,0.0022965152
couss001,200,0.457180,0.0022859000
laruj001,65,0.143970,0.0022149231
hickb002,100,0.220050,0.0022005000
franj003,93,0.204090,0.0021945161
pagnm001,107,0.228780,0.0021381308
millc001,122,0.258780,0.0021211475
robis001,392,0.817540,0.0020855612
woodt004,207,0.410510,0.0019831401
orr-p001,188,0.371480,0.0019759574
alfoe002,123,0.236020,0.0019188618
averx001,112,0.213080,0.0019025000
thurj001,4,0.007600,0.0019000000
mccab001,43,0.079540,0.0018497674
reedj004,32,0.057290,0.0017903125
lugoj001,323,0.564430,0.0017474613
eovan001,84,0.139790,0.0016641667
moscg001,19,0.030320,0.0015957895
staut001,94,0.147140,0.0015653191
rodrl002,147,0.221450,0.0015064626
lannj001,153,0.223360,0.0014598693
clemj001,184,0.265350,0.0014421196
penaw001,121,0.165090,0.0013643802
padiv001,38,0.048930,0.0012876316
duffd001,3,0.003420,0.0011400000
friec001,30,0.033490,0.0011163333
hellj001,7,0.007600,0.0010857143
carrc003,7,0.007600,0.0010857143
pastt001,229,0.246290,0.0010755022
billc001,192,0.202470,0.0010545312
chacj001,216,0.227320,0.0010524074
expol001,22,0.022720,0.0010327273
lillt001,150,0.143970,0.0009598000
komae001,59,0.056550,0.0009584746
tillc001,8,0.007600,0.0009500000
stera001,8,0.007600,0.0009500000
chenw001,7,0.006510,0.0009300000
menck001,29,0.026350,0.0009086207
tronr001,4,0.003630,0.0009075000
mesam001,16,0.014090,0.0008806250
holms002,18,0.014340,0.0007966667
lestj001,28,0.022040,0.0007871429
sanaa001,49,0.038540,0.0007865306
verlj001,20,0.015200,0.0007600000
pomed001,42,0.030940,0.0007366667
grifa002,5,0.003630,0.0007260000
redmt002,5,0.003630,0.0007260000
villc001,45,0.032380,0.0007195556
waket001,11,0.007600,0.0006909091
escae001,11,0.007600,0.0006909091
daviw001,11,0.007600,0.0006909091
mahoj001,33,0.022720,0.0006884848
mcalz001,5,0.003420,0.0006840000
weavj003,21,0.013800,0.0006571429
darnj001,77,0.049770,0.0006463636
lin-c001,12,0.007600,0.0006333333
mosed001,37,0.022720,0.0006140541
nealt001,45,0.026700,0.0005933333
molig002,13,0.007600,0.0005846154
schem001,13,0.007350,0.0005653846
blalh001,74,0.041720,0.0005637838
lindj003,14,0.007600,0.0005428571
hernd001,48,0.026000,0.0005416667
ruizr001,42,0.019920,0.0004742857
dural001,60,0.028180,0.0004696667
lackj001,16,0.007350,0.0004593750
dejei002,84,0.037680,0.0004485714
romer002,16,0.006740,0.0004212500
harrm001,19,0.007600,0.0004000000
hughr001,54,0.021080,0.0003903704
herna003,125,0.048460,0.0003876800
lutzz001,39,0.014090,0.0003612821
parrm001,43,0.015200,0.0003534884
waltp001,10,0.003420,0.0003420000
mccud001,23,0.007600,0.0003304348
millk004,33,0.010690,0.0003239394
maldc003,24,0.007600,0.0003166667
handb001,25,0.007600,0.0003040000
kellc001,12,0.003420,0.0002850000
philp001,26,0.007060,0.0002715385
lunah001,97,0.025640,0.0002643299
ausmb001,73,0.018280,0.0002504110
montl002,30,0.007350,0.0002450000
arrij001,32,0.007600,0.0002375000
watsm002,37,0.008740,0.0002362162
chirr001,97,0.022720,0.0002342268
diams001,15,0.003420,0.0002280000
marto001,75,0.015200,0.0002026667
petiy001,18,0.003630,0.0002016667
sosah001,18,0.003630,0.0002016667
beckj002,39,0.007600,0.0001948718
mazzv001,18,0.003420,0.0001900000
tekob001,95,0.017090,0.0001798947
guthj001,44,0.007600,0.0001727273
matsd001,21,0.003420,0.0001628571
mcphd001,15,0.002000,0.0001333333
fielj001,52,0.006810,0.0001309615
enrib001,53,0.006740,0.0001271698
galaa002,29,0.003420,0.0001179310
ottaa001,30,0.003420,0.0001140000
colob001,13,0.001480,0.0001138462
fierm001,43,0.004750,0.0001104651
rusic001,33,0.003420,0.0001036364
rosst001,39,0.003420,0.0000876923
silvc001,40,0.003420,0.0000855000
mitcr001,106,0.008590,0.0000810377
detwr001,105,0.007600,0.0000723810
turnj002,55,0.003090,0.0000561818
carll001,31,0.001480,0.0000477419
outmj001,23,0.000380,0.0000165217
bakes002,13,0.000070,0.0000053846
rivem003,24,0.000070,0.0000029167
wangc001,27,0.000070,0.0000025926
woodc001,33,0.000070,0.0000021212
olmer001,42,0.000070,0.0000016667
byrdt001,2,0.000000,0.0000000000
haegc001,10,0.000000,0.0000000000
leons001,42,0.000000,0.0000000000
eldrb001,44,0.000000,0.0000000000
ortir002,9,0.000000,0.0000000000
